CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
24405,Faculdade UNIDEA,null,Privada,N,N,N,Faculdade,000000002105302,Imperatriz,MA,Ativa
20537,FACULDADE BAIANA DO SENHOR DO BONFIM,FABASB,Privada,N,N,N,Faculdade,000000002930105,Senhor do Bonfim,BA,Ativa
2137,FACULDADE SÃO MARCOS,FASAMAR,Privada,N,N,N,Faculdade,000000001718204,Porto Nacional,TO,Ativa
23335,Faculdade Embu das Artes,FAEM,Privada,N,N,N,Faculdade,000000003515004,Embu,SP,Ativa
15697,Faculdade de Tecnologia de Araçatuba,FATEC Araçatuba,Pública,N,N,N,Faculdade,000000003502804,Araçatuba,SP,Ativa
4029,FACULDADE DE SANTA BÁRBARA D'OESTE,FAP,Privada,N,N,N,Faculdade,000000003545803,Santa Bárbara d´Oeste,SP,Ativa
23705,FACULDADE DE TECNOLOGIA DE FRANCO DA ROCHA,,Pública,N,N,N,Faculdade,000000003516408,Franco da Rocha,SP,Ativa
24412,FACULDADE EDUFOR,EDUFOR,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
20291,Faculdade do Vale do Caju,FVC,Privada,N,N,N,Faculdade,000000002309607,Pacajus,CE,Extinta
2135,CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ,UNICATÓLICA,Privada,N,N,N,Centro Universitário,000000002311306,Quixadá,CE,Ativa
22319,Faculdade de Tecnologia de Itatiba,Fatec Itatiba,Pública,N,N,N,Faculdade,000000003523404,Itatiba,SP,Ativa
22,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,Privada,S,S,N,Universidade,000000003550308,São Paulo,SP,Ativa
22185,Faculdade de Ciências Jurídicas de Cruz das Almas,,Privada,N,N,N,Faculdade,000000002909802,Cruz das Almas,BA,Extinta
23275,Faculdade de Agronomia UNA de Conselheiro Lafaiete,,Privada,N,N,N,Faculdade,000000003118304,Conselheiro Lafaiete,MG,Ativa
2744,INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ,ISE VERA CRUZ,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
30048,FACULDADE SOBRESP DE ARAGUARI,,Privada,N,N,N,Faculdade,000000003103504,Araguari,MG,Ativa
29707,Faculdades Santa Casa de Montes Claros,FASCMC,Privada,N,N,N,Faculdade,000000003143302,Montes Claros,MG,Ativa
18826,Faculdade FILOS,,Privada,N,N,N,Faculdade,000000005200258,Águas Lindas de Goiás,GO,Ativa
21899,FACULDADE MAURÍCIO DE NASSAU DE PELOTAS,FMN PELOTAS,Privada,N,N,N,Faculdade,000000004314407,Pelotas,RS,Extinta
4204,Faculdade de Tecnologia e Ciências de Minas Gerais,FATEC MG,Privada,N,N,N,Faculdade,000000003131307,Ipatinga,MG,Extinta
15079,FACULDADE MASTER DE PARAUAPEBAS - FAMAP,FAMAP,Privada,N,N,N,Faculdade,000000001505536,Parauapebas,PA,Ativa
3699,FACULDADE ECOAR,FAECO,Privada,N,N,N,Faculdade,000000004314100,Passo Fundo,RS,Extinta
15745,Faculdade de Tecnologia de São Caetano do Sul,FATEC SCS,Pública,N,N,N,Faculdade,000000003548807,São Caetano do Sul,SP,Ativa
24547,Afya Faculdade de Ciências Médicas de Cruzeiro do Sul,AFYA CRUZEIRO DO SUL,Privada,N,N,N,Faculdade,000000001200203,Cruzeiro do Sul,AC,Ativa
1819,CENTRO UNIVERSITÁRIO FARIAS BRITO,null,Privada,N,N,N,Centro Universitário,000000002304400,Fortaleza,CE,Ativa
15445,FACULDADE DA INDÚSTRIA CURITIBA,FAIND/CTBA,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
4693,FACULDADE DE TECNOLOGIA DE NOVA ANDRADINA,null,Privada,N,N,N,Faculdade,000000005006200,Nova Andradina,MS,Extinta
4166,FACULDADE UNIBRASÍLIA DE MINAS GERAIS,BRASÍLIA,Privada,N,N,N,Faculdade,000000003170107,Uberaba,MG,Ativa
1330,FACULDADE COTEMIG,COTEMIG,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1234,FACULDADE METROPOLITANA,POLIFUCS,Privada,N,N,N,Faculdade,000000002919207,Lauro de Freitas,BA,Extinta
4747,FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE,FARJ,Privada,N,N,N,Faculdade,000000002926301,Riachão do Jacuípe,BA,Ativa
637,FACULDADE DE ENGENHARIA SÃO PAULO,FESP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
19517,FACULDADE DO CENTRO EDUCACIONAL SANTA ISABEL,FACESI,Privada,N,N,N,Faculdade,000000004323002,Viamão,RS,Ativa
26629,FACULDADE VALE DO PAJEU JOÃO ALFREDO,FVP,Privada,N,N,N,Faculdade,000000002608107,João Alfredo,PE,Ativa
21892,CENTRO DE ENSINO SUPERIOR DE PALMAS,CESUP,Privada,N,N,N,Faculdade,000000001721000,Palmas,TO,Ativa
1353,INSTITUTO DE ENSINO SUPERIOR DE GARÇA,IESG,Privada,N,N,N,Faculdade,000000003516705,Garça,SP,Extinta
24551,Afya Faculdade de Ciências Médicas de Manacapuru,AFYA MANACAPURU,Privada,N,N,N,Faculdade,000000001302504,Manacapuru,AM,Ativa
20588,Faculdade de Direito de Uruguaiana - Anhanguera,null,Privada,N,N,N,Faculdade,000000004322400,Uruguaiana,RS,Ativa
3603,FACULDADE ANHANGUERA DE GUARULHOS,null,Privada,N,N,N,Faculdade,000000003518800,Guarulhos,SP,Ativa
28544,FACULDADE DESEMBARGADOR PAULO FEITOZA,EIS FPFTECH,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Ativa
22317,Escola Superior da Amazônia de Abaetetuba,ESAMAZ,Privada,N,N,N,Faculdade,000000001500107,Abaetetuba,PA,Ativa
1085,FACULDADE METODISTA CENTENÁRIO,FMC,Privada,N,N,N,Faculdade,000000004316907,Santa Maria,RS,Ativa
23176,Faculdade de Educação Superior de Sete Lagoas,,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Ativa
3232,FI - FACULDADE IGUAÇU,FI,Privada,N,N,N,Faculdade,000000004104501,Capanema,PR,Ativa
5025,Faculdade Unina,null,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
23179,Centro de Ensino Superior de Catalão,,Privada,N,N,N,Faculdade,000000005205109,Catalão,GO,Extinta
2556,FIAM-FAAM - CENTRO UNIVERSITÁRIO,UNIFIAM-FAAM,Privada,N,N,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
24689,Faculdade Brasiliana,FABRASI,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
22314,FACULDADE NOVE DE JULHO GUARULHOS,NOVE-GUARULHOS,Privada,N,N,N,Faculdade,000000003518800,Guarulhos,SP,Ativa
2036,Faculdade Estácio do Pará - Estácio FAP,ESTÁCIO FAP,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
2165,FACULDADE FOZ DO IGUAÇU,FAFIG,Privada,N,N,N,Faculdade,000000004108304,Foz do Iguaçu,PR,Ativa
24399,Faculdade Escola Sobral de Oliveira,FAESDO,Privada,N,N,N,Faculdade,000000002304954,Guaiúba,CE,Ativa
18676,Faculdade Uninassau Palmas,Nassau Palmas,Privada,N,N,N,Faculdade,000000001721000,Palmas,TO,Ativa
2633,INSTITUTO DE EDUCAÇÃO E TECNOLOGIAS,INET,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Extinta
17691,FACULDADE DE TECNOLOGIA SENAI GASPAR RICARDO JUNIOR,,Privada,N,N,N,Faculdade,000000003552205,Sorocaba,SP,Ativa
2399,FACULDADE DE SOROCABA,,Privada,N,N,N,Faculdade,000000003552205,Sorocaba,SP,Ativa
21555,FACULDADE SION,SION,Privada,N,N,N,Faculdade,000000001400100,Boa Vista,RR,Ativa
1401,FACULDADE ADELMAR ROSADO,FAR,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Ativa
5387,FACULDADE IMPACTA,IMPACTA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2568,FACULDADE ZACARIAS DE GÓES,FAZAG,Privada,N,N,N,Faculdade,000000002932903,Valença,BA,Ativa
668,CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS,CIESA,Privada,N,N,N,Centro Universitário,000000001302603,Manaus,AM,Ativa
1335,INSTITUTO DE ENSINO SUPERIOR THATHI,FACULDADE THATHI COC,Privada,N,N,N,Faculdade,000000003502804,Araçatuba,SP,Extinta
21426,Faculdade Novoeste,NOVOESTE,Privada,N,N,N,Faculdade,000000005002704,Campo Grande,MS,Ativa
2469,INSTITUTO MACAPAENSE DE ENSINO SUPERIOR,IMMES,Privada,N,N,N,Faculdade,000000001600303,Macapá,AP,Ativa
26133,Faculdade da Zona Leste Paulistana,Fazlesp,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
14782,FACULDADE DE TECNOLOGIA SENAI CASCAVEL,,Privada,N,N,N,Faculdade,000000004104808,Cascavel,PR,Extinta
4566,ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE,ESTÁCIO FATERN,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Ativa
20636,Faculdade Trilógica Keppe & Pacheco,Keppe & Pacheco,Privada,N,N,N,Faculdade,000000003110707,Cambuquira,MG,Ativa
23101,Faculdade de Engenharia Pitágoras de Santarém,,Privada,N,N,N,Faculdade,000000001506807,Santarém,PA,Extinta
5013,CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE,UEZO,Pública,N,N,N,Centro Universitário,000000003304557,Rio de Janeiro,RJ,Extinta
3166,INSTITUTO SUPERIOR DE EDUCAÇÃO DE IBIÚNA,ISEI,Privada,N,N,N,Faculdade,000000003519709,Ibiúna,SP,Extinta
15752,Faculdade de Tecnologia de Guarulhos,FATEC GR,Pública,N,N,N,Faculdade,000000003518800,Guarulhos,SP,Ativa
3293,FACULDADE DE TECNOLOGIA DIAMANTE,FATED,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
10836,FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda.,FAC-UNILAGOS,Privada,N,N,N,Faculdade,000000003300209,Araruama,RJ,Ativa
4028,FACULDADE DE ITAPECERICA DA SERRA,FIT,Privada,N,N,N,Faculdade,000000003522208,Itapecerica da Serra,SP,Extinta
2279,Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Privada,N,N,N,Centro Universitário,000000003509502,Campinas,SP,Ativa
4777,FACULDADE KENNEDY DE BELO HORIZONTE,FKBH,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1908,FACULDADE BRASILEIRA CRISTÃ,FBC,Privada,N,N,N,Faculdade,000000003205002,Serra,ES,Ativa
2703,Faculdade Senac em Minas Contagem,FACSENAC-MG/CONTAGEM,Privada,N,N,N,Faculdade,000000003118601,Contagem,MG,Ativa
2123,CENTRO UNIVERSITÁRIO MAX PLANCK,UniMAX,Privada,N,N,N,Centro Universitário,000000003520509,Indaiatuba,SP,Ativa
1213,FACULDADE FLEMING,SEF,Privada,N,N,N,Faculdade,000000003509502,Campinas,SP,Extinta
4961,FACULDADE INTEGRADA DE ARAGUATINS,FAIARA,Privada,N,N,N,Faculdade,000000001702208,Araguatins,TO,Extinta
2248,FACULDADE SERGIPANA,FASER,Privada,N,N,N,Faculdade,000000002800308,Aracaju,SE,Ativa
4492,FACULDADE PASCHOAL DANTAS,FPD,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
5375,ESCOLA SUPERIOR DE AVIAÇÃO CIVIL,ESAC,Privada,N,N,N,Faculdade,000000002504009,Campina Grande,PB,Extinta
3530,FACULDADE DE NANUQUE,FANAN,Privada,N,N,N,Faculdade,000000003144300,Nanuque,MG,Extinta
22130,Faculdade de Ciências Jurídicas de Tucuruí,,Privada,N,N,N,Faculdade,000000001508100,Tucuruí,PA,Extinta
886,FACULDADE DE HORTOLÂNDIA,FACH,Privada,N,N,N,Faculdade,000000003519071,Hortolândia,SP,Ativa
1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000002507507,João Pessoa,PB,Ativa
1691,FACULDADE PRÁXIS,FIPEP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
2537,Faculdade Multivix Cariacica,MULTIVIX CARIAC,Privada,N,N,N,Faculdade,000000003201308,Cariacica,ES,Ativa
298,Universidade Pitágoras Unopar Anhanguera,Unopar,Privada,N,N,N,Universidade,000000004113700,Londrina,PR,Ativa
18759,UNIVERSIDADE FEDERAL DO CARIRI,UFCA,Pública,N,N,N,Universidade,000000002307304,Juazeiro do Norte,CE,Ativa
15057,CENTRO UNIVERSITÁRIO UNIVERSO JUIZ DE FORA,,Privada,N,N,N,Centro Universitário,000000003136702,Juiz de Fora,MG,Ativa
1077,Centro Universitário Estácio do Recife,null,Privada,N,N,N,Centro Universitário,000000002611606,Recife,PE,Ativa
18719,FACULDADE DE EDUCAÇÃO DE SANTA CATARINA,FAESC,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
4725,FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA,FATEGIDIO,Privada,N,N,N,Faculdade,000000003168606,Teófilo Otoni,MG,Extinta
491,CENTRO UNIVERSITÁRIO DON DOMÊNICO,UNIDON,Privada,N,N,N,Centro Universitário,000000003518701,Guarujá,SP,Ativa
1355,FACULDADES INTEGRADAS DE JAHU,FIJ,Privada,N,N,N,Faculdade,000000003525300,Jaú,SP,Ativa
3027,FACULDADE DE IBIPORÃ,null,Privada,N,N,N,Faculdade,000000004109807,Ibiporã,PR,Extinta
19335,FACULDADE UNIVERITAS UNIVERSUS VERITAS ANÁPOLIS,VERITAS ANÁPOLIS,Privada,N,N,N,Faculdade,000000005201108,Anápolis,GO,Extinta
621,CENTRO UNIVERSITÁRIO CESMAC,CESMAC,Privada,N,N,N,Centro Universitário,000000002704302,Maceió,AL,Ativa
29989,GI FACULDADE,FGI,Privada,N,N,N,Faculdade,000000003105608,Barbacena,MG,Ativa
26519,Faculdade FEX Educação,FEXEducação,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
13856,FACULDADE FACCENTRO,null,Privada,N,N,N,Faculdade,000000004314902,Porto Alegre,RS,Extinta
2324,Faculdade Anhanguera de São José-SC,FASJ-SC,Privada,N,N,N,Faculdade,000000004216602,São José,SC,Ativa
22168,FACULDADE UNOPAR DE CIÊNCIAS JURÍDICAS DE SANTA CRUZ DO SUL,,Privada,N,N,N,Faculdade,000000004316808,Santa Cruz do Sul,RS,Extinta
21583,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,FAESPE,Privada,N,N,N,Faculdade,000000002611101,Petrolina,PE,Ativa
22158,Faculdade Anhanguera de Petrolina,,Privada,N,N,N,Faculdade,000000002611101,Petrolina,PE,Ativa
2840,FACULDADE METODISTA DE TEOLOGIA E CIÊNCIAS HUMANAS DA AMAZÔNIA,FATEO-PVH,Privada,N,N,N,Faculdade,000000001100205,Porto Velho,RO,Extinta
18896,Soberana Faculdade de Saúde de Petrolina,SOBERANA,Privada,N,N,N,Faculdade,000000002611101,Petrolina,PE,Ativa
14150,Faculdade Presidente Antônio Carlos de Montes Claros,FUNEC Montes Claros,Privada,N,N,N,Faculdade,000000003143302,Montes Claros,MG,Extinta
26171,FACULDADE ARIA,,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
17631,FACULDADE SENAI DE TECNOLOGIA DE POÇOS DE CALDAS,FATEC POÇOS,Privada,N,N,N,Faculdade,000000003151800,Poços de Caldas,MG,Extinta
21204,FACULDADE UNITERP,FACTERP,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Ativa
3099,FACULDADE INTERNACIONAL DA PARAÍBA,FPB,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000004314407,Pelotas,RS,Ativa
1869,CENTRO UNIVERSITÁRIO DE ITAJUBÁ,FEPI,Privada,N,N,N,Centro Universitário,000000003132404,Itajubá,MG,Ativa
438,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA,FFCL,Privada,S,N,N,Faculdade,000000003524105,Ituverava,SP,Ativa
15497,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,Pública,N,N,N,Universidade,000000002311603,Redenção,CE,Ativa
22769,Gaia,Gaia,Privada,N,N,N,Faculdade,000000003552205,Sorocaba,SP,Ativa
3962,UNIVERSIDADE SENAI CIMATEC,SENAI CIMATEC,Privada,N,N,N,Universidade,000000002927408,Salvador,BA,Ativa
14133,Faculdade Presidente Antônio Carlos de Lambari,FAPAC LAMBARI,Privada,N,N,N,Faculdade,000000003137809,Lambari,MG,Extinta
2886,FACULDADE ZUMBI DOS PALMARES,FAZP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1272,FACULDADE SANT´ANNA DE SALTO,FASAS,Privada,N,N,N,Faculdade,000000003545209,Salto,SP,Extinta
22236,FACULDADE UNOPAR DE CIÊNCIAS JURÍDICAS DE SETE LAGOAS,,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Ativa
18132,Faculdade Estácio de Barbacena- EstácioBARBACENA,,Privada,N,N,N,Faculdade,000000003105608,Barbacena,MG,Extinta
21873,FACULDADE FACINT,FACINT,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
23817,Faculdade de Ciências Médicas Cemepe,CEMEPE,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
20,UNIVERSIDADE DE PASSO FUNDO,UPF,Privada,S,N,N,Universidade,000000004314100,Passo Fundo,RS,Ativa
4522,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Privada,N,N,N,Centro Universitário,000000003527108,Lins,SP,Ativa
12268,FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE,FACO,Privada,N,N,N,Faculdade,000000004106605,Cruzeiro do Oeste,PR,Ativa
1055,Centro Universitário Maurício de Nassau de Salvador,Uninassau Salvador,Privada,N,N,N,Centro Universitário,000000002927408,Salvador,BA,Ativa
1404,FACULDADE DE PIRACANJUBA,FAP,Privada,N,N,N,Faculdade,000000005217104,Piracanjuba,GO,Ativa
2364,FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE PARAÍSO DO TOCANTINS,FAP,Privada,N,N,N,Faculdade,000000001716109,Paraíso do Tocantins,TO,Extinta
1832,FACULDADE DE JABOTICABAL,FAJAB,Privada,N,N,N,Faculdade,000000003524303,Jaboticabal,SP,Extinta
25774,FACULDADE ANCLIVEPA BRASÍLIA,,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
803,FACULDADE INTERAÇÃO AMERICANA,FIA,Privada,N,N,N,Faculdade,000000003548708,São Bernardo do Campo,SP,Extinta
19219,FACULDADE FASIPE DF,FACDF,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
4091,FACULDADE DE TECNOLOGIA AD1,AD1,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Privada,N,N,N,Centro Universitário,000000003304557,Rio de Janeiro,RJ,Ativa
22059,Faculdade Pitágoras de Medicina de Eunápolis,,Privada,N,N,N,Faculdade,000000002910727,Eunápolis,BA,Ativa
23224,FACULDADE PRESIDENTE DUTRA,FAP,Privada,N,N,N,Faculdade,000000002109106,Presidente Dutra,MA,Ativa
257,FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS LUZWELL,LUZWELL,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
1290,Faculdade Álvares de Azevedo,FAATESP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1857,FACULDADE DEHONIANA,DEHONIANA,Privada,N,N,N,Faculdade,000000003554102,Taubaté,SP,Ativa
22018,Faculdade de Tecnologia de Sinop,FASTECH,Privada,N,N,N,Faculdade,000000005107909,Sinop,MT,Ativa
790,Faculdade Israelita de Ciências da Saúde Albert Einstein,FICSAE,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2177,Faculdade Instituto Paulista de Ensino,FIPEN,Privada,N,N,N,Faculdade,000000003534401,Osasco,SP,Ativa
18646,FACULDADE DE SOBRAL,FASOL,Privada,N,N,N,Faculdade,000000002312908,Sobral,CE,Ativa
20561,Faculdade Sulamérica Brasília,,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
2302,FACULDADE PORTO SEGURO,FAPS,Privada,N,N,N,Faculdade,000000003203007,Iúna,ES,Extinta
1590,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,null,Privada,N,N,N,Centro Universitário,000000002111300,São Luís,MA,Ativa
19958,FACULDADE DE GESTAO E NEGOCIOS DE TERESINA,FGN TERESINA,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Extinta
1991,FACULDADE JOÃO PAULO PRIMEIRO,FAJOPP,Privada,N,N,N,Faculdade,000000003534401,Osasco,SP,Extinta
3163,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000003304557,Rio de Janeiro,RJ,Ativa
219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,FAECA DOM BOSCO,Privada,N,N,N,Faculdade,000000003531407,Monte Aprazível,SP,Ativa
2160,FACULDADE SANT ANA,IESSA,Privada,N,N,N,Faculdade,000000004119905,Ponta Grossa,PR,Ativa
25719,FACULDADE INPÓS,INPÓS,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
2841,FACULDADE PARANAPANEMA,FP,Privada,N,N,N,Faculdade,000000004120002,Porecatu,PR,Extinta
14174,Faculdade Presidente Antônio Carlos de São Gonçalo do Rio Abaixo,FUNEC SGRA,Privada,N,N,N,Faculdade,000000003161908,São Gonçalo do Rio Abaixo,MG,Extinta
1872,CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA,UNI SANTA CRUZ,Privada,N,N,N,Centro Universitário,000000004106902,Curitiba,PR,Ativa
23,UNIVERSIDADE FEEVALE,FEEVALE,Privada,S,N,N,Universidade,000000004313409,Novo Hamburgo,RS,Ativa
4969,Centro Universitário Itop,UNITOP,Privada,N,N,N,Centro Universitário,000000001721000,Palmas,TO,Ativa
506,FACULDADE DE MEDICINA DE CAMPOS,FMC,Privada,N,N,N,Faculdade,000000003301009,Campos dos Goytacazes,RJ,Ativa
1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,FAIT,Privada,N,N,N,Faculdade,000000003522406,Itapeva,SP,Ativa
14263,Faculdade Presidente Antônio Carlos de Itajubá,,Privada,N,N,N,Faculdade,000000003132404,Itajubá,MG,Extinta
22000,FACULDADE METROPOLITANA DO LITORAL RIO GRANDENSE,FAMELI,Privada,N,N,N,Faculdade,000000004304630,Capão da Canoa,RS,Extinta
23459,Faculdade de Tecnologia de Adamantina,,Pública,N,N,N,Faculdade,000000003500105,Adamantina,SP,Ativa
1780,FACULDADE HORIZONTINA,FAHOR,Privada,S,N,N,Faculdade,000000004309605,Horizontina,RS,Ativa
4632,FACULDADE IDEAU DE CAXIAS DO SUL,IDEAU,Privada,N,N,N,Faculdade,000000004305108,Caxias do Sul,RS,Ativa
23096,FACULDADE SANTO ANTÔNIO - SJC,FSA,Privada,N,N,N,Faculdade,000000003549904,São José dos Campos,SP,Ativa
26610,Faculdade de Querência,FAQUE,Privada,N,N,N,Faculdade,000000005107065,Querência,MT,Ativa
5312,Centro Universitário UNIFAAT,UNIFAAT,Privada,N,N,N,Centro Universitário,000000003504107,Atibaia,SP,Ativa
1298,Faculdade Estácio de Alagoas - Estácio FAL,ESTÁCIO FAL,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Ativa
3039,FACULDADE VASCONCELLOS & SOUZA,null,Privada,N,N,N,Faculdade,000000003200409,Anchieta,ES,Extinta
3430,"Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem",FAESSA,Privada,N,N,N,Faculdade,000000003170206,Uberlândia,MG,Ativa
22753,FACULDADE RIO PARNAÍBA,FARP,Privada,N,N,N,Faculdade,000000002112209,Timon,MA,Ativa
26205,FACULDADE DE TECNOLOGIA ROCKETSEAT,FTR,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
3973,FACULDADE DE TECNOLOGIA BANDEIRANTES,FATECBAND,Privada,N,N,N,Faculdade,000000003530607,Mogi das Cruzes,SP,Extinta
17704,Faculdade Retama,RETAMA,Privada,N,N,N,Faculdade,000000001721000,Palmas,TO,Extinta
1463,FACULDADE DE BARUERI,FCGB,Privada,N,N,N,Faculdade,000000003505708,Barueri,SP,Extinta
6182,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,null,Privada,N,N,N,Faculdade,000000003306008,Três Rios,RJ,Extinta
10846,Faculdade de Inovação do Paraná,FAI,Privada,N,N,N,Faculdade,000000004115200,Maringá,PR,Extinta
1273,Centro Universitário Campo Limpo Paulista,UNIFACCAMP,Privada,N,N,N,Centro Universitário,000000003509601,Campo Limpo Paulista,SP,Ativa
4674,FACULDADE PORTO DAS ÁGUAS,FAPAG,Privada,N,N,N,Faculdade,000000004213500,Porto Belo,SC,Ativa
2054,FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA,FENA,Privada,N,N,N,Faculdade,000000005006200,Nova Andradina,MS,Ativa
4992,FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL,FTC SERTÃO CENTRAL,Privada,N,N,N,Faculdade,000000002311405,Quixeramobim,CE,Ativa
22093,Faculdade AGES de Medicina,Faculdade AGES,Privada,N,N,N,Faculdade,000000002917508,Jacobina,BA,Ativa
22102,Faculdade de Tecnologia Senac Curitiba Portão,,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
23924,Faculdade Anhanguera de São João de Meriti,,Privada,N,N,N,Faculdade,000000003305109,São João de Meriti,RJ,Ativa
21586,Faculdade Maurício de Nassau de Betim,FMN Betim,Privada,N,N,N,Faculdade,000000003106705,Betim,MG,Extinta
4330,FACULDADE EFICAZ,EFICAZ,Privada,N,N,N,Faculdade,000000004115200,Maringá,PR,Ativa
22176,Faculdade ENAU,FacEnau,Privada,N,N,N,Faculdade,000000003543303,Ribeirão Pires,SP,Ativa
13684,FACULDADE ANHANGUERA DE CONTAGEM,null,Privada,N,N,N,Faculdade,000000003118601,Contagem,MG,Ativa
3573,FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA,FTBB,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
25123,Faculdade Vale do Iguaçu Canoinhas,UGV Canoinhas,Privada,N,N,N,Faculdade,000000004203808,Canoinhas,SC,Ativa
